,t,z,csim,cvar
64,5.0,96.0,0.053874990530295604,0.04088423974455929
65,5.0,97.5,0.05159450322727233,0.03989100315640752
66,5.0,99.0,0.049399678936164725,0.03889589584792098
67,5.0,100.5,0.04728877780881429,0.037901798824786045
68,5.0,102.0,0.04525989728095217,0.03691131502833635
69,5.0,103.5,0.04331100463305198,0.035926784561823646
70,5.0,105.0,0.04143996566731385,0.03495030021960562
71,5.0,106.5,0.03964456986780684,0.03398372307782392
72,5.0,108.0,0.037922552407036625,0.03302869794820072
73,5.0,109.5,0.03627161331368995,0.03208666853730986
74,5.0,111.0,0.034689434081190705,0.03115889218916368
75,5.0,112.5,0.033173692019067294,0.03024645411214234
76,5.0,114.0,0.031722072554612415,0.029350281024449223
77,5.0,115.5,0.03033227973375651,0.02847115416598568
78,5.0,117.0,0.029002045117166805,0.02760972164146716
79,5.0,118.5,0.027729135235586018,0.026766510089143145
80,5.0,120.0,0.026511357809416967,0.0259419356464314
81,5.0,121.5,0.025346566829815172,0.025136314241768102
82,5.0,123.0,0.024232666684844,0.024349871214071735
83,5.0,124.5,0.02316761540685121,0.023582750241545367
84,5.0,126.0,0.02214942718529157,0.022835021699183528
85,5.0,127.5,0.021176174209050755,0.022106690335385697
86,5.0,129.0,0.02024598795293425,0.021397702370584176
87,5.0,130.5,0.01935705995669703,0.020707952165300025
88,5.0,132.0,0.018507642192536256,0.020037288109346005
89,5.0,133.5,0.01769604705292496,0.019385518244792403
90,5.0,135.0,0.016920647042269484,0.018752415474831214
91,5.0,136.5,0.016179874187737083,0.01813772184159919
92,5.0,138.0,0.015472219243659045,0.017541153112713804
93,5.0,139.5,0.014796230698082686,0.016962402692343493
94,5.0,141.0,0.01415051363358747,0.016401144449956526
95,5.0,142.5,0.013533728461695095,0.01585703675265551
96,5.0,144.0,0.012944589555905753,0.015329725203769086
97,5.0,145.5,0.012381863812235931,0.014818844073221654
98,5.0,147.0,0.011844369144234835,0.014324020287713858
99,5.0,148.5,0.011330972943678557,0.013844875226295714
100,5.0,150.0,0.010840590508061966,0.013381024511261925
